id,name,tag,lon,lat,culture,religion,trade_goods,development
1028,1028 - Musashi,JPN,138.4882305194805,35.870602595713606,togoku,shinto,fish,3
1029,1029 - Kai,JPN,137.73944805194805,35.614337278251995,togoku,shinto,livestock,3
103,103 - Piedmont,ITA,6.877840909090878,45.110697580066514,piedmontese,catholic,wine,3
1030,1030 - Owari,JPN,136.02272727272725,35.13105593502261,togoku,shinto,dyes,3
1031,1031 - Kamikawa,JPN,141.94113263785397,43.84510329359474,ainu,animism,fish,3
1032,1032 - Kurils,RUS,149.4588068181818,46.54074793817574,ainu,animism,fish,3
1033,1033 - Sakhalin,RUS,141.89160839160837,48.87190712723121,ainu,animism,fish,3
1034,1034 - Kamchatka,RUS,156.64377109959008,55.08334164601756,kamchatkan,tengri_pagan_reformed,fish,3
1035,1035 - Penchisky,RUS,161.29065571253074,62.88940499485858,kamchatkan,tengri_pagan_reformed,fish,3
1036,1036 - Podzhiversk,RUS,153.03084707034435,69.31588438563791,yukagyr,tengri_pagan_reformed,unknown,3
1037,1037 - Nizhe-Kolymsk,RUS,157.84223558542624,67.96834990991265,yukagyr,tengri_pagan_reformed,unknown,3
1038,1038 - Anadyrsk,RUS,164.79038697788695,67.538243148285,yukagyr,tengri_pagan_reformed,fur,3
1039,1039 - Verkhoyansk,RUS,140.8547489554819,66.99879215257195,yukagyr,tengri_pagan_reformed,unknown,3
104,104 - Milan,ITA,8.341619318181813,45.366548851936436,lombard,catholic,cloth,3
1040,1040 - Suntar Khayat,RUS,145.02564709595958,64.29644011441782,yukagyr,tengri_pagan_reformed,unknown,3
1041,1041 - Gizhiga,RUS,153.40773089941973,63.308346603043645,kamchatkan,tengri_pagan_reformed,unknown,3
1042,1042 - Kamnuskoye,RUS,136.25243072435586,64.41176971977616,yakut,tengri_pagan_reformed,unknown,3
1043,1043 - Okhotsk,RUS,139.39898472429212,60.350191560256626,yakut,tengri_pagan_reformed,unknown,3
1044,1044 - Tauisk,RUS,148.1696689564455,60.983398935108816,kamchatkan,tengri_pagan_reformed,unknown,3
1045,1045 - Yakutsk,RUS,121.79179953518536,62.61726880692336,yakut,tengri_pagan_reformed,unknown,3
1046,1046 - Butalsk,RUS,130.88535673187573,60.10939871755096,yakut,tengri_pagan_reformed,unknown,3
1047,1047 - Jugjur,RUS,134.06040301965174,56.712113169040116,yakut,tengri_pagan_reformed,unknown,3
1048,1048 - Udskoye,RUS,135.9520067698259,52.31016277181494,nivkh,tengri_pagan_reformed,fur,3
1049,1049 - Hailanboo,RUS,128.89952153110045,51.42863879453668,evenk,tengri_pagan_reformed,fur,3
105,105 - Parma,ITA,9.204545454545439,44.386320559007,romagnan,catholic,livestock,3
1050,1050 - Deren,RUS,139.4242086038961,51.58876001478065,nivkh,tengri_pagan_reformed,fur,3
1051,1051 - Uchurskoye,RUS,124.8986601085482,59.16118226236341,yakut,tengri_pagan_reformed,unknown,3
1052,1052 - Verkohzehkoye,RUS,126.62969842657344,56.73762189190872,yakut,tengri_pagan_reformed,unknown,3
1053,1053 - Hinggan,CHN,123.26704545454544,51.85227774764967,evenk,tengri_pagan_reformed,fur,3
1054,1054 - Ilimsk,RUS,110.91186801969496,60.37821225612404,tungus,tengri_pagan_reformed,unknown,3
1055,1055 - Verkne-Angarsky,RUS,110.71749096074376,56.45669025801844,buryat,tengri_pagan_reformed,unknown,3
1056,1056 - Barguzinsky,RUS,111.29343538692711,53.168491789374585,buryat,tengri_pagan_reformed,unknown,3
1057,1057 - Udinsky,RUS,107.75876976284587,50.79205681806226,buryat,tengri_pagan_reformed,unknown,3
1058,1058 - Nerchinsky,RUS,115.387661059413,50.704919746733935,buryat,tengri_pagan_reformed,fur,3
1059,1059 - Bratsk,RUS,103.53574289146974,60.78332338471506,tungus,tengri_pagan_reformed,unknown,3
106,106 - Modena,ITA,10.028409090909093,44.218225266974216,romagnan,catholic,livestock,3
1060,1060 - Irkutsk,RUS,103.1707956209238,53.24346192237281,buryat,tengri_pagan_reformed,unknown,3
1061,1061 - Yeniseysk,RUS,95.10862299465242,61.36151161818815,tungus,tengri_pagan_reformed,unknown,3
1062,1062 - Kachinsk,RUS,98.77497712019522,56.72366603479925,buryat,tengri_pagan_reformed,unknown,3
1063,1063 - Sayan,RUS,96.32084292289994,53.8038278463552,buryat,tengri_pagan_reformed,unknown,3
1064,1064 - Tomsk,RUS,87.18346291866027,58.38676080730477,ostyaki,tengri_pagan_reformed,unknown,3
1065,1065 - Kuznetsk,RUS,89.54451384708005,54.01121089573527,kirgiz,tengri_pagan_reformed,unknown,3
1066,1066 - Altai,RUS,86.0743921775898,51.0022322015064,buryat,tengri_pagan_reformed,fur,3
1067,1067 - Narym,RUS,87.395957004749,62.78585146257313,samoyed,tengri_pagan_reformed,unknown,3
1068,1068 - Pegaya Orda,RUS,82.877331002331,59.98793248664458,ostyaki,tengri_pagan_reformed,unknown,3
1069,1069 - Surgut,RUS,74.08507160647574,63.61369834978973,samoyed,tengri_pagan_reformed,unknown,3
107,107 - Brescia,ITA,9.692665289256183,45.61930400020786,lombard,catholic,cloth,3
1070,1070 - Koda,RUS,81.20644309303975,64.13586523504826,samoyed,tengri_pagan_reformed,unknown,3
1071,1071 - Tara,RUS,72.60507285776424,56.56811055093509,siberian,sunni,fur,3
1072,1072 - Obdorsk,RUS,69.64047143734643,68.63608308904249,samoyed,tengri_pagan_reformed,unknown,3
1073,1073 - Berezov,RUS,68.06224768241626,65.11173931238531,samoyed,tengri_pagan_reformed,unknown,3
1074,1074 - Sibir,RUS,68.57862050739956,59.09818901166415,ostyaki,sunni,fur,3
1075,1075 - Tyumen,RUS,66.39957436556378,56.66232361686117,siberian,sunni,fur,3
1076,1076 - Kurgan,RUS,63.638771186440664,55.3089595857149,siberian,sunni,fur,3
1077,1077 - Solikamsk,RUS,56.871212121212096,59.24919521152394,uralic,tengri_pagan_reformed,salt,3
1078,1078 - Middle Urals,RUS,59.73774480174083,57.67763318639564,uralic,tengri_pagan_reformed,unknown,3
1079,1079 - Viatka,RUS,48.7399033892936,58.733992409457755,russian,orthodox,copper,3
108,108 - Verona,ITA,10.1953125,45.291336428432,venetian,catholic,grain,3
1080,1080 - North Urals,RUS,60.797872340425556,62.762521927047494,uralic,tengri_pagan_reformed,unknown,3
1081,1081 - Simbirsk,RUS,46.72248803827753,53.76485676960799,kazani,sunni,iron,3
1082,1082 - Kazan,RUS,48.546616735537214,56.05309735774132,kazani,sunni,grain,3
1083,1083 - Zavolochye,RUS,45.258980938416414,57.846212586122135,russian,orthodox,grain,3
1084,1084 - Wadjuk,AUS,118.44318181818181,-30.43608283238892,nyoongah,dreamtime,livestock,3
1085,1085 - Paredarerme,AUS,144.34090909090907,-39.871468667071525,palawa,dreamtime,fish,3
1086,1086 - Kaurna,AUS,137.17770376175548,-31.382724148431663,yura,dreamtime,fish,3
1087,1087 - Wurundjeri,AUS,142.30360671936756,-35.03610275788641,kulin,dreamtime,livestock,3
1088,1088 - Wergaia,AUS,142.5313636363636,-33.042787881956656,kulin,dreamtime,unknown,3
1089,1089 - Wiradjuri,AUS,145.8868155991736,-30.29094034919484,gamilaraay,dreamtime,unknown,3
109,109 - Mantua,ITA,9.715909090909093,44.889669383872,romagnan,catholic,livestock,3
1090,1090 - Eora,AUS,147.82670454545456,-31.464430686688104,aboriginal,dreamtime,fish,3
1091,1091 - Kamilaroi,AUS,145.57128099173553,-28.342992472340512,gamilaraay,dreamtime,unknown,3
1092,1092 - Bundjalung,AUS,149.33689024390242,-27.28830137491464,aboriginal,dreamtime,unknown,3
1093,1093 - Barunggam,AUS,145.16590909090905,-22.439119229243133,gamilaraay,dreamtime,unknown,3
1094,1094 - Turrbal,AUS,148.21162444113264,-22.359319101881567,gamilaraay,dreamtime,naval_supplies,3
1095,1095 - Falklands,UKG,-58.82727272727273,-48.993482814359865,cosmopolitan_french,catholic,unknown,3
1096,1096 - Cape Verde,CPV,-25.184659090909093,17.426768832007,portugese,catholic,unknown,57
1097,1097 - Fernando Po,NGR,8.053977272727252,5.176640967383008,yorumba,shamanism,unknown,4
1098,1098 - St. Helena,UKG,-6.0511363636363455,-14.23806192793026,dutch,reformed,unknown,3
1099,1099 - Socotra,YEM,53.02840909090909,13.792256718625282,mahri_culture,coptic,fish,5
11,11-Vasterbotten,SWE,20.47605140186917,65.83898371622982,swedish,catholic,fur,4
110,110 - Trent,ITA,10.546875,45.967109722723436,venetian,catholic,iron,3
1100,1100 - Mahe,SYC,55.50852272727272,-2.813368864546277,cosmopolitan_french,catholic,unknown,51
1101,1101 - Diego Garcia,UKG,73.63636363636365,-6.418801913824993,cosmopolitan_french,catholic,unknown,3
1102,1102 - Mauritius,MUS,57.17045454545456,-18.43227205979072,dutch,reformed,unknown,63
1103,1103 - Bourbon,FRA,54.58806818181819,-19.56309684539299,cosmopolitan_french,catholic,unknown,3
1104,1104 - Eiriksfjord,CAN,-46.30848930481284,52.42352587615369,inuit,totemism,unknown,3
1105,1105 - Vestbygden,CAN,-51.031288916562886,55.884012478834734,inuit,totemism,unknown,3
1106,1106 - Te Tai Tokerau,FJI,173.89431818181816,-25.74140539544186,maori,animism,tropical_wood,15
1107,1107 - Taranaki,NZE,174.93346291866033,-31.028178710161313,maori,animism,salt,8
1108,1108 - Te Moana a Toi,NZE,175.90909090909093,-29.54857874789147,maori,animism,fish,8
1109,1109 - Timaru,NZE,170.9050324675324,-36.81840649967283,maori,animism,naval_supplies,8
111,111 - Friuli,ITA,12.144886363636346,45.85882485403189,venetian,catholic,wine,3
1110,1110 - Rio de Oro,MRC,-10.387073863636374,29.591430917452115,berber,sunni,sugar,3
1111,1111 - Arguin,MRC,-16.920120320855602,22.598281220647664,berber,sunni,unknown,3
1112,1112 - Trarza,MRT,-16.29172585227272,18.501167696056612,senegambian,sunni,salt,7
1113,1113 - Cayor,MRT,-16.693892045454533,16.688553960250992,senegambian,shamanism,slaves,7
1114,1114 - Gabu,GMB,-15.624999999999972,13.368309967662228,senegambian,shamanism,ivory,61
1115,1115 - Brakna,MRT,-14.100661465400265,17.979872915367785,fulani,shamanism,unknown,7
1116,1116 - Wolof,SNG,-15.30604338842977,16.01981776412557,senegambian,shamanism,slaves,18
1117,1117 - Futa Jallon,SNG,-12.434408422459882,12.46314328473781,fulani,shamanism,ivory,18
1118,1118 - Sierra Leone,GIN,-12.91558441558442,9.59098960627221,dyola,shamanism,unknown,35
1119,1119 - Grain Coast,LBR,-9.131493506493484,6.869683189504926,dyola,shamanism,unknown,64
112,112 - Venezia,ITA,11.377840909090907,45.191004001902996,venetian,catholic,glass,3
1120,1120 - Bambuk,ML1,-11.94329108391608,14.327271581054774,soninke,shamanism,gold,3
1121,1121 - Bure,GIN,-10.599173553719027,11.662390999786261,mali,shamanism,gold,35
1122,1122 - Bagoe,ML1,-7.648413009404379,11.661874650571626,dyola,shamanism,dyes,3
1123,1123 - Segu,ML1,-7.560046487603302,15.070747008805633,bambara,shamanism,grain,3
1124,1124 - Wasuju,ML1,-8.841942148760324,12.802051818377947,mali,sunni,grain,3
1125,1125 - Kong,BFA,-5.4257674144037935,10.824865811562333,dyola,shamanism,ivory,10
1126,1126 - Ivory Coast,CIV,-6.528805496828767,6.964288648235339,aka,shamanism,unknown,25
1127,1127 - Tuat,DZA,-5.50266420182686,27.49550394733653,tuareg,sunni,unknown,4
1128,1128 - Taodeni,ML1,-4.032196969696997,22.738436763713736,tuareg,sunni,salt,3
1129,1129 - Azawadd,ML1,-3.6274857954545325,20.620979939422995,tuareg,sunni,salt,3
113,113 - Ferrara,ITA,11.157024793388416,44.56036361000423,romagnan,catholic,salt,3
1130,1130 - Tadmekka,ML1,-0.10809312638579627,19.449147435835627,tuareg,sunni,wool,3
1131,1131 - Massina,MRT,-6.190764023210818,15.977943915822905,bambara,shamanism,grain,7
1132,1132 - Timbuktu,ML1,-3.4300699300699193,18.82395102296752,tuareg,sunni,cloth,3
1133,1133 - Gao,ML1,-0.1658476658476502,17.373986585423673,songhai,sunni,cloth,3
1134,1134 - Jenne,ML1,-5.067148760330582,14.565732261362896,bozo,shamanism,cloth,3
1135,1135 - Yatenga,ML1,-3.389144100580296,14.354411124863674,mossi,shamanism,livestock,3
1136,1136 - Gurma,BFA,0.5227272727272521,13.288922909683599,mossi,shamanism,ivory,10
1137,1137 - Wagadugi,BFA,-2.3376623376623513,13.376787692380091,mossi,shamanism,grain,10
1138,1138 - Kumasi,GHA,-1.388494318181813,9.004073632254219,aka,shamanism,gold,19
1139,1139 - Gold Coast,GHA,-1.1268939393939377,7.335938645630321,aka,shamanism,unknown,19
114,114 - Romagna,ITA,11.33522727272728,43.982629483783,romagnan,catholic,salt,3
1140,1140 - Abomey,TGO,0.7461734693877418,9.236273003844744,fon,shamanism,slaves,22
1141,1141 - Whydah,TGO,0.639204545454561,8.127187100131167,fon,shamanism,unknown,22
1142,1142 - Dendi,NER,1.6962305986696435,14.151555901443913,songhai,sunni,grain,3
1143,1143 - Borgu,NER,2.3565340909090935,12.357347064056896,dagomba,shamanism,grain,3
1144,1144 - Oyo,NGR,3.4144176136363455,9.79231320286683,yorumba,shamanism,grain,4
1145,1145 - Nupe,NGR,5.290646853146853,10.679054862607622,nupe,shamanism,coffee,4
1146,1146 - Ife,NGR,4.826773835920193,9.569823762179347,yorumba,shamanism,glass,4
1147,1147 - Benin,NGR,4.666193181818187,7.926233356821427,yorumba,shamanism,ivory,4
1148,1148 - Gobir,NER,5.468990755007695,14.919559915173458,hausa,sunni,iron,3
1149,1149 - Katsina,NER,6.661184210526301,13.795939790455243,hausa,sunni,cloth,3
115,115 - Pisa,ITA,9.862012987012974,42.838794423130366,tuscan,catholic,wine,3
1150,1150 - Zamfara,NGR,5.261363636363626,13.195405814619427,hausa,shamanism,grain,4
1151,1151 - Bonny,NGR,6.62033279220779,6.8439842946938825,sawabantu,shamanism,slaves,4
1152,1152 - Idah,NGR,6.678719008264466,8.733060653320877,nupe,shamanism,ivory,4
1153,1153 - Pindinga,NGR,7.353409090909082,10.168604351539429,nupe,shamanism,livestock,4
1154,1154 - Zazzau,NGR,6.7619680851064174,11.805900359555494,hausa,shamanism,slaves,4
1155,1155 - Kano,NER,7.805023923444963,13.476532097464784,hausa,sunni,dyes,3
1156,1156 - Damagaram,NER,9.427759740259745,16.44562969726791,tuareg,sunni,livestock,3
1157,1157 - Borno,NER,12.305268595041326,13.800738860531176,kanuri,sunni,grain,3
1158,1158 - Kanem,NER,13.889001623376629,15.742905309095882,kanuri,sunni,paper,3
1159,1159 - Bagirmi,TCD,15.694214876033072,13.779532948182215,bilala,shamanism,ivory,14
116,116 - Firenze,ITA,10.482954545454561,43.43621959061248,tuscan,catholic,wine,3
1160,1160 - Mandara,NGR,12.845454545454544,11.871939310455524,kanuri,shamanism,tropical_wood,4
1161,1161 - Bauchi,NGR,9.557851239669418,11.2770413223097,jukun,shamanism,unknown,4
1162,1162 - Wukari,NGR,8.386363636363654,9.050314988147562,jukun,shamanism,unknown,4
1163,1163 - Calabar,NGR,7.88205329153601,6.931409064531806,sawabantu,shamanism,slaves,4
1164,1164 - Cameroon,CMR,9.854014598540147,4.549408270142266,sawabantu,shamanism,unknown,38
1165,1165 - Gabon,GNQ,9.245454545454521,1.4858742213011737,kongolese,shamanism,unknown,63
1166,1166 - Loango,GAB,11.6028409090909,-1.9788112195052037,kongolese,shamanism,gems,22
1167,1167 - Luanda,AGO,13.353564049586794,-8.263215863540367,mbundu,shamanism,unknown,6
1168,1168 - Kisarna,AGO,13.076298701298697,-6.484808715439712,kongolese,shamanism,slaves,6
1169,1169 - Mayombe,GAB,13.687980153649193,-1.7674272381454017,kongolese,shamanism,copper,22
117,117 - Siena,ITA,10.6875,42.61013758216894,tuscan,catholic,glass,3
1170,1170 - Kongo,COD,13.850338491295929,-5.084244473128123,kongolese,shamanism,iron,3
1171,1171 - Ndongo,AGO,14.922026112185677,-8.228753695804158,mbundu,shamanism,slaves,6
1172,1172 - Benguela,AGO,13.039772727272748,-11.26464486434088,mbundu,shamanism,unknown,6
1174,1174 - Walvis Bay,NAM,14.170155502392333,-21.992309102719958,khoisan,shamanism,unknown,32
1175,1175 - Lesser Namaqualand,SAF,17.038517441860478,-29.737178098312995,khoisan,shamanism,unknown,7
1176,1176 - Roggeveld,SAF,19.857219827586192,-31.45578769912325,khoisan,shamanism,unknown,7
1177,1177 - Cape,SAF,19.028003246753258,-33.93446509122411,khoisan,shamanism,unknown,7
1178,1178 - Great Karoo,SAF,22.58809205500384,-31.319319037150038,khoisan,shamanism,unknown,7
1179,1179 - Little Karoo,SAF,22.275123220153375,-34.13309830842381,khoisan,shamanism,unknown,7
118,118 - Roma,VAT,11.560470779220765,41.86309447958545,umbrian,catholic,paper,20
1180,1180 - Transkei,LSO,27.27742483894059,-31.75557748227486,nguni,shamanism,unknown,61
1181,1181 - Natal,SAF,29.371448863636346,-29.656434465832348,nguni,shamanism,unknown,7
1182,1182 - Delagoa Bay,MOZ,32.36245842572063,-23.963708340739387,nguni,shamanism,unknown,7
1183,1183 - Inhambane,MOZ,33.79624032882012,-21.342387413099132,nguni,shamanism,unknown,7
1184,1184 - Zimbabwe,ZWE,30.002078713968956,-19.620936269543037,shona,shamanism,gold,12
1185,1185 - Buha,ZWE,29.070247933884303,-17.169322456122956,shona,shamanism,gold,12
1186,1186 - Sofala,MOZ,33.909198113207566,-17.97893044009004,nguni,sunni,gold,7
1187,1187 - Sena,MOZ,33.98392166344294,-15.788627188994724,shona,shamanism,ivory,7
1188,1188 - Masapa,ZMB,30.37252565982405,-15.485423204812463,shona,shamanism,gold,7
1189,1189 - Shangwe,ZMB,27.568993506493513,-15.803655710936496,shona,shamanism,livestock,7
119,119 - Ancona,ITA,12.592329545454561,42.94406506214844,umbrian,catholic,paper,3
1190,1190 - Zumbo,ZMB,29.529709748083235,-14.009766046016722,shona,shamanism,ivory,7
1191,1191 - Tete,MOZ,32.3569749216301,-14.419135035820858,shona,shamanism,ivory,7
1192,1192 - Quelimane,MOZ,35.77674611973393,-16.204705859832117,nyasa,sunni,ivory,7
1193,1193 - Menabe,MDG,43.74715909090912,-19.839860145322973,madagasque,shamanism,slaves,5
1194,1194 - Boina,MDG,44.55255681818181,-15.391713359146138,madagasque,shamanism,fish,5
1195,1195 - Mozambique,MOZ,39.358504398826966,-12.510730521881527,swahili,sunni,ivory,7
1196,1196 - Kilwa,TZA,38.04395053475932,-6.886122712949103,swahili,sunni,gold,4
1197,1197 - Mzizima,TZA,37.793560606060595,-5.5288876629897885,swahili,shamanism,gems,4
1198,1198 - Lindi,TZA,38.548114119922644,-8.693176394839298,swahili,sunni,fish,4
1199,1199 - Bagamoyo,TZA,37.36828512396693,-4.482062148066447,swahili,shamanism,ivory,4
12,12-Sjaelland,DNK,11.21665019762844,55.1229634817861,danish,catholic,fish,9
120,120 - Abbruzzi,ITA,13.058035714285694,42.009048348587896,neapolitan,catholic,wine,3
1200,1200 - Tanga,KEN,37.49775717703349,-2.8539587010097733,swahili,shamanism,ivory,7
1201,1201 - Zanzibar,TZA,38.863636363636346,-5.370768605477764,swahili,ibadi,slaves,4
1202,1202 - Mombasa,KEN,38.03267045454544,-1.8030959801981936,swahili,sunni,ivory,7
1203,1203 - Malindi,KEN,38.6348684210526,-0.7018527807101123,swahili,sunni,iron,7
1204,1204 - Lamu,KEN,39.66720779220779,-0.013243556151522284,swahili,sunni,ivory,7
1205,1205 - Mogadishu,SOM,44.46818181818182,4.3496468428161705,somali,sunni,ivory,3
1206,1206 - Qardho,SOM,48.99113082039912,10.845656078351958,somali,sunni,incense,3
1207,1207 - Ogaden,ETH,43.1808867362146,8.010600490492948,somali,sunni,incense,3
1208,1208 - Degehabur,SOM,43.41477272727272,9.987270243462959,somali,sunni,livestock,3
1209,1209 - Berbera,SOM,44.96004971590909,11.480762952477733,somali,sunni,slaves,3
121,121 - Napoli,ITA,13.551136363636346,40.95428562651514,neapolitan,catholic,grain,3
1210,1210 - Dawaro,ETH,40.57473776223776,8.855128865949638,harari,sunni,grain,3
1211,1211 - Harer,ETH,40.72798295454547,10.650279715257305,harari,sunni,coffee,3
1212,1212 - Zeila,DJI,42.552759740259745,12.00624951231191,somali,sunni,incense,60
1213,1213 - Shoa,ETH,37.859172077922096,10.817583196910938,amhara,sunni,grain,3
1214,1214 - Awsa,ETH,38.46185064935065,12.658844180405218,amhara,coptic,grain,3
1215,1215 - Tajura,ERT,41.84232954545453,13.266845729433832,afar,sunni,livestock,9
1216,1216 - Dar Nuba,SDN,29.98837809917353,12.780048743587159,nubian,shamanism,unknown,3
1217,1217 - Fazughli,SDN,32.56551484230059,11.454630386323387,nubian,shamanism,unknown,3
1218,1218 - Kefa,ETH,38.296689723320156,7.8602809841065095,sidamo,shamanism,coffee,3
1219,1219 - Kordofan,SDN,24.6542832167832,14.296535132812195,tunjur,shamanism,unknown,3
122,122 - Apulia,ITA,17.052010489510508,40.205841836332,neapolitan,catholic,wine,3
1220,1220 - Dar Jaal,SDN,31.345985745024194,18.190164263448438,nubian,sunni,livestock,3
1221,1221 - Taqali,SDN,29.518322267619993,15.312310033776768,nubian,shamanism,unknown,3
1222,1222 - Gezira,SDN,32.689672459893046,15.547663664583148,nubian,coptic,grain,3
1223,1223 - Gojjam,ETH,36.900659824046926,12.14784552714,amhara,coptic,coffee,3
1224,1224 - Gonder,ETH,37.35177865612647,13.219579139995247,amhara,coptic,grain,3
1225,1225 - Butana,SDN,34.38920454545456,16.22719675212766,nubian,sunni,ivory,3
1226,1226 - Taka,SDN,35.70465165675449,17.554482331110798,beja,sunni,livestock,3
1227,1227 - Tigre,ERT,37.467220279720266,15.323328454613197,tigray,coptic,grain,9
1228,1228 - Dongola,SDN,30.40124698310538,20.294908023699058,nubian,shiite,grain,3
1229,1229 - Berber,SDN,34.257137490608585,19.961814773577792,beja,sunni,unknown,3
123,123 - Calabria,ITA,15.596590909090907,38.50718727079168,sicilian,catholic,fish,3
1230,1230 - Massawa,ERT,38.27804252199414,17.282215385744976,tigray,coptic,gems,9
1231,1231 - Aswan,EGY,32.01704545454544,24.415653178335397,al_misr_arabic,sunni,livestock,3
1232,1232 - Suakin,SDN,36.2987012987013,20.259238853877434,beja,sunni,slaves,3
1233,1233 - Kharga,EGY,30.385765550239256,25.463891748247086,al_misr_arabic,sunni,livestock,3
1234,1234 - Qasr Ibrim,EGY,32.06388206388206,23.38731784802311,nubian,sunni,livestock,3
1235,1235 - Guam,USA,143.07528409090907,20.053817925567998,polynesian,animism,unknown,3
1236,1236 - Rabaul,PNG,149.9118836671803,-3.0711016291648576,papuan,animism,unknown,14
1237,1237 - Hanuabada,PNG,148.0347593582888,-7.743641876759895,papuan,animism,unknown,14
1238,1238 - Solomon Islands,SLB,157.45553359683794,-6.292831765551995,melanesian,animism,unknown,57
1239,1239 - Vanuatu,VUT,166.22970779220782,-13.08970209671645,melanesian,animism,unknown,53
124,124 - Messina,ITA,14.121503496503522,37.682732658666865,sicilian,catholic,fish,3
1240,1240 - Hawaii,USA,-158.2305194805195,9.72782061596373,polynesian,animism,livestock,3
1241,1241 - Kiribati,WSM,-173.88920454545456,-14.800128755312002,polynesian,animism,unknown,52
1242,1242 - Fiji,FJI,174.84983766233768,-16.305960000988264,melanesian,animism,livestock,15
1243,1243 - Samoa,TO1,-170.94155844155844,-26.516030932746602,polynesian,animism,cloth,49
1244,1244 - Tahiti,FRA,-143.6793611793612,-28.61316266126137,polynesian,animism,unknown,3
1245,1245 - Manokwari,IDN,131.6729797979798,0.58685677256031,papuan,animism,unknown,3
1246,1246 - Ata Whenua,NZE,169.42880128720833,-36.84739067212166,maori,animism,gems,8
1247,1247 - Corsica,FRA,8.482620320855602,41.92063117445208,sardinian,catholic,naval_supplies,3
1248,1248 - Maldives,MDV,72.0703125,5.065963495933659,malayalam,sunni,gems,59
1249,1249 - Yola,NGR,10.25466720779221,10.116687255154261,jukun,shamanism,unknown,4
125,125 - Palermo,ITA,12.911931818181813,37.735770182444114,sicilian,catholic,wine,3
126,126 - Malta,MLT,13.678977272727252,35.93085212626299,maltese,catholic,fish,61
127,127 - Sassari,ITA,8.370215311004785,40.466164657567056,sardinian,catholic,fish,3
1273,1273 - Taveta,KEN,36.34943181818181,-0.8675472234242534,bantu,shamanism,unknown,7
128,128 - Karnten,SVN,13.755681818181813,46.371344100669916,austrian,catholic,iron,23
129,129 - Krain,ITA,13.789772727272691,45.70544732707347,slovene,catholic,livestock,3
13,13-Slesvig,DEU,8.576962809917347,54.53200396930551,danish,catholic,livestock,3
130,130 - Istria,HRV,13.346590909090935,44.86956241795292,dalmatian,catholic,salt,7
