province_id,name,owner,controller,core,culture,religion,capital,trade_goods,base_tax,base_production,base_manpower,is_city,hre,center_of_trade,native_size,native_ferocity,native_hostileness,source,verification_notes
33,Neva,RUS,RUS,RUS,russian,orthodox,St.Petersburg,fur,11,11,11,yes,no,1,8,2,2,et:history/provinces/33 - Neva.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
34,Ingermanland,RUS,RUS,RUS,ingrian,orthodox,Ivangorod,fur,3,3,1,yes,no,0,6,2,2,et:history/provinces/34 - Ingermanland.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
35,Osel,EST,EST,EST,estonian,protestant,Kuressaare,grain,1,1,1,yes,no,0,10,2,3,et:history/provinces/35 - Osel.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
36,Estland,EST,EST,EST,estonian,protestant,Tallinn,grain,4,4,2,yes,no,0,10,2,3,et:history/provinces/36 - Estland.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
37,Livland,EST,EST,EST,estonian,protestant,Pärnu,livestock,3,3,2,yes,no,0,10,2,1,et:history/provinces/37 - Livland.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
38,Riga,LTV,LTV,LTV,latvian,protestant,Riga,naval_supplies,5,5,1,yes,no,1,10,2,4,et:history/provinces/38 - Riga.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
39,Kurland,LTV,LTV,LTV,latvian,protestant,Liepaja,naval_supplies,3,3,1,yes,no,0,10,2,1,et:history/provinces/39 - Kurland.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
40,Memel,LIT,LIT,LIT,lithuanian,catholic,Klaipeda,livestock,3,3,5,yes,no,0,7,2,3,et:history/provinces/40 - Memel.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
41,Ostpreussen,RUS,RUS,RUS,russian,orthodox,Kaliningrad,gems,8,8,4,yes,no,1,0,0,0,et:history/provinces/41 - Ostpreussen.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
42,Warmia,POL,POL,POL,polish,catholic,Olsztyn,naval_supplies,3,3,2,yes,no,0,0,0,0,et:history/provinces/42 - Warmia.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
43,Danzig,POL,POL,POL,polish,catholic,Gdansk,grain,7,7,2,yes,no,2,0,0,0,et:history/provinces/43 - Danzig.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
44,Hamburg,GER,GER,GER,lower_saxon,protestant,Hamburg,glass,13,13,10,yes,no,2,0,0,0,et:history/provinces/44 - Hamburg.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
45,Lubeck,GER,GER,GER,lower_saxon,protestant,Lübeck,naval_supplies,8,8,3,yes,no,2,0,0,0,et:history/provinces/45 - Lubeck.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
46,Rostock,GER,GER,GER,pommeranian,protestant,Rostock,naval_supplies,4,4,4,yes,no,0,0,0,0,et:history/provinces/46 - Rostock.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
47,Stralsund,GER,GER,GER,pommeranian,protestant,Stralsund,fish,4,2,2,yes,no,1,0,0,0,et:history/provinces/47 - Stralsund.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
48,Kolberg,POL,POL,POL,polish,catholic,Kolobrzeg,fish,4,4,2,yes,no,0,0,0,0,et:history/provinces/48 - Kolberg.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
49,Neumark,POL,POL,POL,polish,catholic,Gorzów Wielkopolski,livestock,6,6,4,yes,no,0,0,0,0,et:history/provinces/49 - Neumark.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
50,Brandenburg,GER,GER,GER,prussian,protestant,Berlin,cloth,16,16,15,yes,no,1,0,0,0,et:history/provinces/50 - Brandenburg.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
51,Ruppin,GER,GER,GER,prussian,protestant,Neuruppin,livestock,6,6,4,yes,no,0,0,0,0,et:history/provinces/51 - Ruppin.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
52,Magdeburg,GER,GER,GER,prussian,protestant,Magdeburg,cloth,8,8,5,yes,no,2,0,0,0,et:history/provinces/52 - Magdeburg.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
53,Luneburg,GER,GER,GER,lower_saxon,protestant,Lüneburg,salt,5,5,4,yes,no,0,0,0,0,et:history/provinces/53 - Luneburg.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
54,Bremen,GER,GER,GER,lower_saxon,protestant,Stade,fish,3,3,3,yes,no,0,0,0,0,et:history/provinces/54 - Bremen.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
55,Oldenburg,GER,GER,GER,lower_saxon,protestant,Oldenburg,salt,5,5,5,yes,no,0,0,0,0,et:history/provinces/55 - Oldenburg.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
56,Osnabruck,GER,GER,GER,hannoverian,catholic,Osnabrück,salt,5,5,5,yes,no,0,0,0,0,et:history/provinces/56 - Osnabruck.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
57,Hannover,GER,GER,GER,lower_saxon,protestant,Braunschweig,iron,11,10,9,yes,no,0,0,0,0,et:history/provinces/57 - Hannover.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
58,Anhalt,GER,GER,GER,saxon,protestant,Dessau,wool,4,4,3,yes,no,0,0,0,0,et:history/provinces/58 - Anhalt.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
59,Meissen,GER,GER,GER,saxon,protestant,Wittenberg,wool,4,4,2,yes,no,0,0,0,0,et:history/provinces/59 - Meissen.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
60,Lausitz,GER,GER,GER,saxon,protestant,Bautzen,cloth,5,5,3,yes,no,0,0,0,0,et:history/provinces/60 - Lausitz.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
61,Dresden,GER,GER,GER,saxon,protestant,Dresden,iron,12,12,9,yes,no,1,0,0,0,et:history/provinces/61 - Dresden.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
62,Leipzig,GER,GER,GER,saxon,protestant,Leipzig,iron,12,11,9,yes,no,0,0,0,0,et:history/provinces/62 - Leipzig.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
63,Erfurt,GER,GER,GER,saxon,protestant,Erfurt,dyes,7,7,5,yes,no,1,0,0,0,et:history/provinces/63 - Erfurt.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
64,Landshut,GER,GER,GER,bavarian,catholic,Landshut,iron,4,4,4,yes,no,0,0,0,0,et:history/provinces/64 - Landshut.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
65,Munchen,GER,GER,GER,bavarian,catholic,München,iron,13,13,11,yes,no,0,0,0,0,et:history/provinces/65 - Munchen.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
66,Bamberg,GER,GER,GER,franconian,catholic,Bamberg,wine,4,4,4,yes,no,0,0,0,0,et:history/provinces/66 - Bamberg.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
67,Franken,GER,GER,GER,franconian,protestant,Nürnberg,paper,11,11,10,yes,no,2,0,0,0,et:history/provinces/67 - Franken.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
68,Schwaben,GER,GER,GER,swabian,protestant,Memmingen,cloth,8,8,7,yes,no,0,0,0,0,et:history/provinces/68 - Schwaben.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
69,Konstanz,GER,GER,GER,hessian,catholic,Dortmund,coal,12,14,11,yes,no,1,0,0,0,et:history/provinces/69 - Konstanz.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
70,Wurttemberg,GER,GER,GER,swabian,protestant,Stuttgart,grain,9,10,7,yes,no,0,0,0,0,et:history/provinces/70 - Wurttemberg.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
71,Ansbach,GER,GER,GER,swabian,protestant,Heilbronn,salt,7,7,5,yes,no,0,0,0,0,et:history/provinces/71 - Ansbach.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
72,Breisgau,GER,GER,GER,swiss,catholic,Freiburg,glass,6,6,5,yes,no,0,0,0,0,et:history/provinces/72 - Breisgau.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
73,Tirol,HAB,HAB,HAB,austrian,catholic,Innsbruck,gold,8,8,3,yes,no,0,0,0,0,et:history/provinces/73 - Tirol.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
74,Baden,GER,GER,GER,swiss,catholic,Baden-Baden,wine,6,6,5,yes,no,0,0,0,0,et:history/provinces/74 - Baden.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
75,Elsass,FR2,FR2,FR2,cosmopolitan_french,catholic,Straßburg,paper,8,8,4,yes,no,1,0,0,0,et:history/provinces/75 - Elsass.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
76,Salzburg,HAB,HAB,HAB,austrian,catholic,Salzburg,salt,6,6,4,yes,no,1,0,0,0,et:history/provinces/76 - Salzburg.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
77,Pfalz,GER,GER,GER,franconian,protestant,Karlsruhe,iron,12,11,9,yes,no,0,0,0,0,et:history/provinces/77 - Pfalz.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
78,Mainz,GER,GER,GER,hessian,protestant,Mainz,paper,11,11,10,yes,no,1,0,0,0,et:history/provinces/78 - Mainz.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
79,Wurzburg,GER,GER,GER,franconian,catholic,Würzburg,wine,7,7,6,yes,no,0,0,0,0,et:history/provinces/79 - Wurzburg.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
80,Trier,GER,GER,GER,hessian,catholic,Trier,grain,9,9,6,yes,no,0,0,0,0,et:history/provinces/80 - Trier.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
81,Hessen,GER,GER,GER,hessian,protestant,Marburg,wool,14,14,3,yes,no,0,0,0,0,et:history/provinces/81 - Hessen.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
82,Lippe,GER,GER,GER,hannoverian,catholic,Arnsberg,wool,12,11,9,yes,no,0,0,0,0,et:history/provinces/82 - Lippe.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
83,Nassau,GER,GER,GER,hessian,protestant,Wiesbaden,copper,7,7,5,yes,no,0,0,0,0,et:history/provinces/83 - Nassau.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
84,Berg,GER,GER,GER,hessian,catholic,Düsseldorf,iron,13,15,12,yes,no,0,0,0,0,et:history/provinces/84 - Berg.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
85,Koln,GER,GER,GER,hessian,catholic,Köln,glass,14,14,11,yes,no,2,0,0,0,et:history/provinces/85 - Koln.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
86,Munster,GER,GER,GER,hannoverian,catholic,Münster,cloth,12,11,9,yes,no,0,0,0,0,et:history/provinces/86 - Munster.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
87,Calais,FR2,FR2,FR2,cosmopolitan_french,catholic,Calais,fish,5,5,3,yes,no,1,0,0,0,et:history/provinces/87 - Calais.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
88,Artois,FR2,FR2,FR2,cosmopolitan_french,catholic,Arras,iron,10,10,3,yes,no,0,0,0,0,et:history/provinces/88 - Artois.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
89,Picardie,FR2,FR2,FR2,cosmopolitan_french,catholic,Amiens,grain,7,7,6,yes,no,0,0,0,0,et:history/provinces/89 - Picardie.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
90,Vlaanderen,BEL,BEL,BEL,flemish,catholic,Brugge,cloth,9,9,8,yes,no,2,0,0,0,et:history/provinces/90 - Vlaanderen.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
91,Hainaut,BEL,BEL,BEL,wallonian,catholic,Mons,iron,8,8,5,yes,no,0,0,0,0,et:history/provinces/91 - Hainaut.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
92,Brabant,BEL,BEL,BEL,flemish,catholic,Brussel,iron,13,12,11,yes,no,0,0,0,0,et:history/provinces/92 - Brabant.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
93,Liege,BEL,BEL,BEL,wallonian,catholic,Liège,glass,9,9,6,yes,no,0,0,0,0,et:history/provinces/93 - Liege.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
94,Luxemburg,LUX,LUX,LUX,hessian,catholic,Luxemburg,iron,11,11,8,yes,no,0,0,0,0,et:history/provinces/94 - Luxemburg.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
95,Breda,NED,NED,NED,dutch,reformed,Breda,cloth,8,8,4,yes,no,0,0,0,0,et:history/provinces/95 - Breda.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
96,Zeeland,NED,NED,NED,dutch,reformed,Middelburg,salt,7,7,6,yes,no,0,0,0,0,et:history/provinces/96 - Zeeland.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
97,Holland,NED,NED,NED,dutch,reformed,Amsterdam,glass,18,8,16,yes,no,2,0,0,0,et:history/provinces/97 - Holland.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
98,Utrecht,NED,NED,NED,dutch,reformed,Utrecht,cloth,11,11,10,yes,no,0,0,0,0,et:history/provinces/98 - Utrecht.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
99,Gelre,NED,NED,NED,dutch,catholic,Arnhem,livestock,11,10,8,yes,no,0,0,0,0,et:history/provinces/99 - Gelre.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
100,Friesland,NED,NED,NED,frisian,reformed,Leeuwarden,livestock,9,9,2,yes,no,0,0,0,0,et:history/provinces/100 - Friesland.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
101,Liguria,ITA,ITA,ITA,ligurian,catholic,Genova,paper,10,10,5,yes,no,3,0,0,0,et:history/provinces/101 - Liguria.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
102,Nice,FR2,FR2,FR2,cosmopolitan_french,catholic,Nice,fish,10,9,8,yes,no,0,0,0,0,et:history/provinces/102 - Nice.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
103,Piedmont,ITA,ITA,ITA,piedmontese,catholic,Torino,iron,13,13,10,yes,no,0,0,0,0,et:history/provinces/103 - Piedmont.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
104,Lombardia,ITA,ITA,ITA,lombard,catholic,Milano,glass,14,13,11,yes,no,2,0,0,0,et:history/provinces/104 - Lombardia.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
105,Parma,ITA,ITA,ITA,romagnan,catholic,Parma,livestock,7,6,5,yes,no,0,0,0,0,et:history/provinces/105 - Parma.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
106,Modena,ITA,ITA,ITA,romagnan,catholic,Modena,livestock,6,6,5,yes,no,0,0,0,0,et:history/provinces/106 - Modena.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
107,Brescia,ITA,ITA,ITA,lombard,catholic,Brescia,cloth,7,7,4,yes,no,0,0,0,0,et:history/provinces/107 - Brescia.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
108,Verona,ITA,ITA,ITA,venetian,catholic,Verona,grain,8,8,5,yes,no,1,0,0,0,et:history/provinces/108 - Verona.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
109,Mantua,ITA,ITA,ITA,romagnan,catholic,Mantova,livestock,8,8,3,yes,no,1,0,0,0,et:history/provinces/109 - Mantua.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
110,Trent,ITA,ITA,ITA,venetian,catholic,Trento,iron,5,5,4,yes,no,0,0,0,0,et:history/provinces/110 - Trent.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
111,Friuli,ITA,ITA,ITA,venetian,catholic,Udine,wine,6,6,5,yes,no,0,0,0,0,et:history/provinces/111 - Friuli.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
112,Venezia,ITA,ITA,ITA,venetian,catholic,Venezia,glass,10,12,5,yes,no,3,0,0,0,et:history/provinces/112 - Venezia.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
113,Ferrara,ITA,ITA,ITA,romagnan,catholic,Ferrara,salt,6,6,4,yes,no,0,0,0,0,et:history/provinces/113 - Ferrara.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
114,Romagna,ITA,ITA,ITA,romagnan,catholic,Ravenna,salt,8,8,5,yes,no,0,0,0,0,et:history/provinces/114 - Romagna.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
115,Pisa,ITA,ITA,ITA,tuscan,catholic,Pisa,wine,6,6,3,yes,no,1,0,0,0,et:history/provinces/115 - Pisa.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
116,Firenze,ITA,ITA,ITA,tuscan,catholic,Firenze,wine,10,12,6,yes,no,2,0,0,0,et:history/provinces/116 - Firenze.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
117,Siena,ITA,ITA,ITA,tuscan,catholic,Siena,glass,8,8,4,yes,no,0,0,0,0,et:history/provinces/117 - Siena.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
118,Roma,ITA,ITA,ITA,umbrian,catholic,Roma,paper,15,15,13,yes,no,1,0,0,0,et:history/provinces/118 - Roma.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
119,Ancona,ITA,ITA,ITA,umbrian,catholic,Ancona,paper,7,7,6,yes,no,0,0,0,0,et:history/provinces/119 - Ancona.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
120,Abbruzzi,ITA,ITA,ITA,neapolitan,catholic,L'Aquia,wine,6,6,4,yes,no,0,0,0,0,et:history/provinces/120 - Abbruzzi.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
121,Napoli,ITA,ITA,ITA,neapolitan,catholic,Napoli,iron,13,13,9,yes,no,2,0,0,0,et:history/provinces/121 - Napoli.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
122,Apulia,ITA,ITA,ITA,neapolitan,catholic,Taranto,wine,7,7,6,yes,no,0,0,0,0,et:history/provinces/122 - Apulia.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
123,Calabria,ITA,ITA,ITA,sicilian,catholic,Reggio di Calabria,fish,6,6,5,yes,no,0,0,0,0,et:history/provinces/123 - Calabria.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
124,Messina,ITA,ITA,ITA,sicilian,catholic,Messina,fish,8,8,7,yes,no,0,0,0,0,et:history/provinces/124 - Messina.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
125,Palermo,ITA,ITA,ITA,sicilian,catholic,Palermo,wine,9,9,7,yes,no,1,0,0,0,et:history/provinces/125 - Palermo.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
126,Malta,JAI,JAI,JAI,maltese,catholic,Valletta,fish,4,4,2,yes,no,0,0,0,0,et:history/provinces/126 - Malta.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
127,Sardinia,ITA,ITA,ITA,sardinian,catholic,Cagliari,fish,6,6,5,yes,no,0,0,0,0,et:history/provinces/127 - Sardinia.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
128,Karnten,HAB,HAB,HAB,austrian,catholic,Klagenfurt,iron,5,4,3,yes,no,0,0,0,0,et:history/provinces/128 - Karnten.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
129,Krain,SVN,SVN,SVN,slovene,catholic,Ljubljana,livestock,4,4,2,yes,no,0,0,0,0,et:history/provinces/129 - Krain.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
130,Istria,CRO,CRO,CRO,croatian,catholic,Pazin,salt,2,3,3,yes,no,1,0,0,0,et:history/provinces/130 - Istria.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
131,Zagorje,CRO,CRO,CRO,croatian,catholic,Zagreb,cloth,13,13,4,yes,no,0,0,0,0,et:history/provinces/131 - Zagorje.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
132,Steiermark,HAB,HAB,HAB,austrian,catholic,Judenburg,grain,4,4,3,yes,no,0,0,0,0,et:history/provinces/132 - Steiermark.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
133,Linz,HAB,HAB,HAB,austrian,catholic,Linz,grain,6,6,4,yes,no,0,0,0,0,et:history/provinces/133 - Linz.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
134,Wien,HAB,HAB,HAB,austrian,catholic,Wien,wine,12,12,11,yes,no,2,0,0,0,et:history/provinces/134 - Wien.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
135,Sopron,HUN,HUN,HUN,hungarian,catholic,Györ,grain,3,3,2,yes,no,0,0,0,0,et:history/provinces/135 - Sopron.txt,Effective ET state on 2000.1.1; EU4 2K balanced development model.
