country_a,country_b,relationship_type,start_date,end_date,initial_opinion,organization,source,verification_notes
RUS,,organization_member,2000.1.1,9999.12.31,0,CIS,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
TJK,,organization_member,2000.1.1,9999.12.31,0,CIS,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
TRK,,organization_member,2000.1.1,9999.12.31,0,CIS,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
UKR,,organization_member,2000.1.1,9999.12.31,0,CIS,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
UZB,,organization_member,2000.1.1,9999.12.31,0,CIS,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
BEL,,organization_member,2000.1.1,9999.12.31,0,EU,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
DAN,,organization_member,2000.1.1,9999.12.31,0,EU,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
FIN,,organization_member,2000.1.1,9999.12.31,0,EU,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
FR2,,organization_member,2000.1.1,9999.12.31,0,EU,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
GBR,,organization_member,2000.1.1,9999.12.31,0,EU,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
GER,,organization_member,2000.1.1,9999.12.31,0,EU,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
GRE,,organization_member,2000.1.1,9999.12.31,0,EU,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
HAB,,organization_member,2000.1.1,9999.12.31,0,EU,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
IRE,,organization_member,2000.1.1,9999.12.31,0,EU,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
ITA,,organization_member,2000.1.1,9999.12.31,0,EU,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
LUX,,organization_member,2000.1.1,9999.12.31,0,EU,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
NED,,organization_member,2000.1.1,9999.12.31,0,EU,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
POR,,organization_member,2000.1.1,9999.12.31,0,EU,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
SPA,,organization_member,2000.1.1,9999.12.31,0,EU,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
SWE,,organization_member,2000.1.1,9999.12.31,0,EU,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
BEL,,organization_member,2000.1.1,9999.12.31,0,NATO,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
CAN,,organization_member,2000.1.1,9999.12.31,0,NATO,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
CZE,,organization_member,2000.1.1,9999.12.31,0,NATO,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
DAN,,organization_member,2000.1.1,9999.12.31,0,NATO,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
FR2,,organization_member,2000.1.1,9999.12.31,0,NATO,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
GBR,,organization_member,2000.1.1,9999.12.31,0,NATO,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
GER,,organization_member,2000.1.1,9999.12.31,0,NATO,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
GRE,,organization_member,2000.1.1,9999.12.31,0,NATO,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
HUN,,organization_member,2000.1.1,9999.12.31,0,NATO,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
ICE,,organization_member,2000.1.1,9999.12.31,0,NATO,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
ITA,,organization_member,2000.1.1,9999.12.31,0,NATO,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
LUX,,organization_member,2000.1.1,9999.12.31,0,NATO,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
NED,,organization_member,2000.1.1,9999.12.31,0,NATO,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
NOR,,organization_member,2000.1.1,9999.12.31,0,NATO,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
POL,,organization_member,2000.1.1,9999.12.31,0,NATO,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
POR,,organization_member,2000.1.1,9999.12.31,0,NATO,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
SPA,,organization_member,2000.1.1,9999.12.31,0,NATO,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
TKY,,organization_member,2000.1.1,9999.12.31,0,NATO,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
USA,,organization_member,2000.1.1,9999.12.31,0,NATO,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
AFG,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
AGL,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
ALB,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
ALG,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
ANB,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
ARM,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
AUS,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
AZE,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
BBD,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
BEI,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
BEL,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
BEN,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
BFA,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
BGD,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
BHE,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
BHM,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
BHR,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
BHU,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
BLR,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
BLZ,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
BOL,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
BOT,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
BRZ,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
BUL,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
BUU,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
CAF,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
CAN,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
CDD,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
CHL,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
CHN,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
CMO,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
CMR,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
CNG,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
COL,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
COS,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
CPV,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
CRO,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
CUB,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
CYP,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
CZE,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
DAN,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
DGL,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
DJI,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
DMN,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
DOM,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
DRC,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
ECU,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
EGY,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
ELS,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
EQG,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
ERT,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
EST,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
ETH,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
FIN,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
FR2,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
GAB,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
GBI,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
GBR,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
GEO,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
GER,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
GHA,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
GMB,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
GRE,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
GRN,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
GTM,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
GUI,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
GYA,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
GZI,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
HAB,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
HAT,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
HON,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
HUN,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
ICE,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
IDN,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
INI,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
IRA,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
IRE,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
IRQ,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
ISR,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
ITA,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
IVO,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
JAI,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
JAP,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
JMC,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
JOR,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
KEY,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
KHA,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
KHM,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
KIR,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
KUW,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
KYR,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
KZK,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
LAO,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
LAP,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
LBR,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
LBY,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
LEB,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
LES,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
LIT,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
LTV,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
LUX,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
MAC,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
MAL,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
MDG,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
MDV,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
MEX,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
MIC,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
MLA,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
MNM,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
MOR,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
MRS,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
MRT,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
MTU,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
MWI,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
MZM,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
NAU,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
NCR,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
NED,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
NGR,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
NIG,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
NMB,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
NOK,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
NOR,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
NPL,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
NZL,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
OMA,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
PAK,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
PEU,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
PHI,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
PLU,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
PNG,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
PNM,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
POL,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
POR,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
PRG,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
QTR,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
RMN,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
RSA,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
RUS,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
RWA,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
SAM,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
SAU,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
SEY,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
SGA,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
SGL,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
SIA,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
SKN,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
SKO,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
SLM,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
SLU,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
SOM,,organization_member,2000.1.1,9999.12.31,0,UN,manual:membership-baseline-2000.1.1,Organization metadata only; does not create an EU4 alliance.
